,No,year,month,day,hour,season,HUMI,TEMP,cbwd,TEMP_new,cbwd_new_bfill,cbwd_new_ffill
49205,49206,2015,8,13,5,2,93.98,20.0,SE,20.0,SE,SE
49206,49207,2015,8,13,6,2,94.03,21.0,SE,21.0,SE,SE
49207,49208,2015,8,13,7,2,88.54,23.0,SE,23.0,SE,SE
49208,49209,2015,8,13,8,2,74.02,26.0,SE,26.0,SE,SE
49209,49210,2015,8,13,9,2,69.79,27.0,cv,27.0,cv,cv
49210,49211,2015,8,13,10,2,62.13,29.0,cv,29.0,cv,cv
49211,49212,2015,8,13,11,2,55.15,30.0,cv,30.0,cv,cv
49212,49213,2015,8,13,12,2,51.83,30.0,NW,30.0,NW,NW
49213,49214,2015,8,13,13,2,43.18,31.0,SE,31.0,SE,SE
49214,49215,2015,8,13,14,2,40.52,31.0,cv,31.0,cv,cv
49215,49216,2015,8,13,15,2,38.01,31.0,SE,31.0,SE,SE
49216,49217,2015,8,13,16,2,38.29,32.0,SW,32.0,SW,SW
49217,49218,2015,8,13,17,2,51.83,30.0,SW,30.0,SW,SW
49218,49219,2015,8,13,18,2,58.42,29.0,SW,29.0,SW,SW
49219,49220,2015,8,13,19,2,65.41,26.0,SW,26.0,SW,SW
49220,49221,2015,8,13,20,2,73.84,25.0,cv,25.0,cv,cv
49221,49222,2015,8,13,21,2,83.37,24.0,SE,24.0,SE,SE
49222,49223,2015,8,13,22,2,88.54,23.0,SE,23.0,SE,SE
49223,49224,2015,8,13,23,2,83.25,23.0,SE,23.0,SE,SE
49224,49225,2015,8,14,0,2,88.45,22.0,SE,22.0,SE,SE
49225,49226,2015,8,14,1,2,88.45,22.0,SE,22.0,SE,SE
49226,49227,2015,8,14,2,2,94.03,21.0,SE,21.0,SE,SE
49227,49228,2015,8,14,3,2,88.45,22.0,SE,22.0,SE,SE
49228,49229,2015,8,14,4,2,88.45,22.0,SE,22.0,SE,SE
49229,49230,2015,8,14,5,2,94.03,21.0,SE,21.0,SE,SE
49230,49231,2015,8,14,6,2,88.45,22.0,SE,22.0,SE,SE
49231,49232,2015,8,14,7,2,83.37,24.0,SE,24.0,SE,SE
49232,49233,2015,8,14,8,2,74.19,27.0,SE,27.0,SE,SE
49233,49234,2015,8,14,9,2,69.98,28.0,SE,28.0,SE,SE
49234,49235,2015,8,14,10,2,51.83,30.0,SW,30.0,SW,SW
49235,49236,2015,8,14,11,2,52.09,31.0,SW,31.0,SW,SW
49236,49237,2015,8,14,12,2,52.09,31.0,SW,31.0,SW,SW
49237,49238,2015,8,14,13,2,52.35,32.0,SW,32.0,SW,SW
49238,49239,2015,8,14,14,2,55.4,31.0,SW,31.0,SW,SW
49239,49240,2015,8,14,15,2,58.89,31.0,SW,31.0,SW,SW
49240,49241,2015,8,14,16,2,55.4,31.0,SE,31.0,SE,SE
49241,49242,2015,8,14,17,2,66.04,29.0,SE,29.0,SE,SE
49242,49243,2015,8,14,18,2,66.04,29.0,SE,29.0,SE,SE
49243,49244,2015,8,14,19,2,74.19,27.0,SE,27.0,SE,SE
49244,49245,2015,8,14,20,2,74.19,27.0,SE,27.0,SE,SE
49245,49246,2015,8,14,21,2,78.68,26.0,SE,26.0,SE,SE
49246,49247,2015,8,14,22,2,78.68,26.0,SE,26.0,SE,SE
49247,49248,2015,8,14,23,2,78.68,26.0,SE,26.0,SE,SE
49248,49249,2015,8,15,0,2,78.53,25.0,cv,25.0,cv,cv
49249,49250,2015,8,15,1,2,83.48,25.0,cv,25.0,cv,cv
49250,49251,2015,8,15,2,2,78.53,25.0,SE,25.0,SE,SE
49251,49252,2015,8,15,3,2,78.53,25.0,SE,25.0,SE,SE
49252,49253,2015,8,15,4,2,78.53,25.0,SW,25.0,SW,SW
49253,49254,2015,8,15,5,2,78.53,25.0,SW,25.0,SW,SW
49254,49255,2015,8,15,6,2,78.53,25.0,SW,25.0,SW,SW
49255,49256,2015,8,15,7,2,78.68,26.0,SW,26.0,SW,SW
49256,49257,2015,8,15,8,2,74.19,27.0,SW,27.0,SW,SW
49257,49258,2015,8,15,9,2,78.82,27.0,SW,27.0,SW,SW
49258,49259,2015,8,15,10,2,74.19,27.0,SW,27.0,SW,SW
49259,49260,2015,8,15,11,2,78.82,27.0,SW,27.0,SW,SW
49260,49261,2015,8,15,12,2,83.6,26.0,SW,26.0,SW,SW
49261,49262,2015,8,15,13,2,65.83,28.0,SW,28.0,SW,SW
49262,49263,2015,8,15,14,2,69.98,28.0,SW,28.0,SW,SW
49263,49264,2015,8,15,15,2,70.17,29.0,SW,29.0,SW,SW
49264,49265,2015,8,15,16,2,65.83,28.0,SW,28.0,SW,SW
49265,49266,2015,8,15,17,2,62.13,29.0,SW,29.0,SW,SW
49266,49267,2015,8,15,18,2,74.35,28.0,SW,28.0,SW,SW
49267,49268,2015,8,15,19,2,78.68,26.0,SE,26.0,SE,SE
49268,49269,2015,8,15,20,2,83.48,25.0,SE,25.0,SE,SE
49269,49270,2015,8,15,21,2,83.37,24.0,SE,24.0,SE,SE
49270,49271,2015,8,15,22,2,88.54,23.0,SE,23.0,SE,SE
49271,49272,2015,8,15,23,2,94.07,22.0,cv,22.0,cv,cv
49272,49273,2015,8,16,0,2,94.07,22.0,SE,22.0,SE,SE
49273,49274,2015,8,16,1,2,88.45,22.0,SE,22.0,SE,SE
49274,49275,2015,8,16,2,2,94.03,21.0,SE,21.0,SE,SE
49275,49276,2015,8,16,3,2,94.03,21.0,SE,21.0,SE,SE
49276,49277,2015,8,16,4,2,94.03,21.0,SE,21.0,SE,SE
49277,49278,2015,8,16,5,2,88.45,22.0,SE,22.0,SE,SE
49278,49279,2015,8,16,6,2,88.45,22.0,SE,22.0,SE,SE
49279,49280,2015,8,16,7,2,88.54,23.0,SE,23.0,SE,SE
49280,49281,2015,8,16,8,2,78.53,25.0,SW,25.0,SW,SW
49281,49282,2015,8,16,9,2,69.79,27.0,SW,27.0,SW,SW
49282,49283,2015,8,16,10,2,65.83,28.0,SW,28.0,SW,SW
49283,49284,2015,8,16,11,2,62.13,29.0,SW,29.0,SW,SW
49284,49285,2015,8,16,12,2,62.13,29.0,SW,29.0,SW,SW
49285,49286,2015,8,16,13,2,62.35,30.0,SW,30.0,SW,SW
49286,49287,2015,8,16,14,2,66.25,30.0,SW,30.0,SW,SW
49287,49288,2015,8,16,15,2,70.17,29.0,SW,29.0,SW,SW
49288,49289,2015,8,16,16,2,70.17,29.0,SW,29.0,SW,SW
49289,49290,2015,8,16,17,2,70.36,30.0,SW,30.0,SW,SW
49290,49291,2015,8,16,18,2,83.71,27.0,SW,27.0,SW,SW
49291,49292,2015,8,16,19,2,78.82,27.0,SE,27.0,SE,SE
49292,49293,2015,8,16,20,2,83.48,25.0,SE,25.0,SE,SE
49293,49294,2015,8,16,21,2,83.37,24.0,SE,24.0,SE,SE
49294,49295,2015,8,16,22,2,83.37,24.0,SE,24.0,SE,SE
49295,49296,2015,8,16,23,2,88.54,23.0,SW,23.0,SW,SW
49296,49297,2015,8,17,0,2,88.54,23.0,SE,23.0,SE,SE
49297,49298,2015,8,17,1,2,88.45,22.0,SW,22.0,SW,SW
49298,49299,2015,8,17,2,2,88.45,22.0,SE,22.0,SE,SE
49299,49300,2015,8,17,3,2,88.45,22.0,SE,22.0,SE,SE
49300,49301,2015,8,17,4,2,88.45,22.0,SE,22.0,SE,SE
49301,49302,2015,8,17,5,2,88.45,22.0,SE,22.0,SE,SE
49302,49303,2015,8,17,6,2,88.45,22.0,SE,22.0,SE,SE
49303,49304,2015,8,17,7,2,83.37,24.0,SE,24.0,SE,SE
49304,49305,2015,8,17,8,2,74.02,26.0,SE,26.0,SE,SE
49305,49306,2015,8,17,9,2,65.83,28.0,SW,28.0,SW,SW
49306,49307,2015,8,17,10,2,62.13,29.0,SW,29.0,SW,SW
49307,49308,2015,8,17,11,2,58.65,30.0,SW,30.0,SW,SW
49308,49309,2015,8,17,12,2,58.89,31.0,SW,31.0,SW,SW
49309,49310,2015,8,17,13,2,58.65,30.0,SW,30.0,SW,SW
49310,49311,2015,8,17,14,2,62.57,31.0,SW,31.0,SW,SW
49311,49312,2015,8,17,15,2,55.4,31.0,SW,31.0,SW,SW
49312,49313,2015,8,17,16,2,58.89,31.0,SW,31.0,SW,SW
49313,49314,2015,8,17,17,2,66.04,29.0,SW,29.0,SW,SW
49314,49315,2015,8,17,18,2,65.83,28.0,SW,28.0,SW,SW
49315,49316,2015,8,17,19,2,69.79,27.0,SW,27.0,SW,SW
49316,49317,2015,8,17,20,2,74.02,26.0,SW,26.0,SW,SW
49317,49318,2015,8,17,21,2,78.53,25.0,SE,25.0,SE,SE
49318,49319,2015,8,17,22,2,78.53,25.0,SE,25.0,SE,SE
49319,49320,2015,8,17,23,2,83.37,24.0,SE,24.0,SE,SE
49320,49321,2015,8,18,0,2,83.37,24.0,SE,24.0,SE,SE
49321,49322,2015,8,18,1,2,83.37,24.0,SE,24.0,SE,SE
49322,49323,2015,8,18,2,2,83.37,24.0,SE,24.0,SE,SE
49323,49324,2015,8,18,3,2,88.54,23.0,SE,23.0,SE,SE
49324,49325,2015,8,18,4,2,88.45,22.0,SE,22.0,SE,SE
49325,49326,2015,8,18,5,2,88.45,22.0,SE,22.0,SE,SE
49326,49327,2015,8,18,6,2,88.45,22.0,SE,22.0,SE,SE
49327,49328,2015,8,18,7,2,83.37,24.0,SE,24.0,SE,SE
49328,49329,2015,8,18,8,2,74.19,27.0,SE,27.0,SE,SE
49329,49330,2015,8,18,9,2,69.98,28.0,SW,28.0,SW,SW
49330,49331,2015,8,18,10,2,66.04,29.0,SW,29.0,SW,SW
49331,49332,2015,8,18,11,2,58.65,30.0,SW,30.0,SW,SW
49332,49333,2015,8,18,12,2,55.4,31.0,SW,31.0,SW,SW
49333,49334,2015,8,18,13,2,52.35,32.0,SW,32.0,SW,SW
49334,49335,2015,8,18,14,2,45.44,29.0,SW,29.0,SW,SW
49335,49336,2015,8,18,15,2,42.62,29.0,SW,29.0,SW,SW
49336,49337,2015,8,18,16,2,51.05,27.0,SW,27.0,SW,SW
49337,49338,2015,8,18,17,2,53.88,25.0,SW,25.0,SW,SW
49338,49339,2015,8,18,18,2,57.44,25.0,SW,25.0,SW,SW
49339,49340,2015,8,18,19,2,60.98,24.0,SE,24.0,SE,SE
49340,49341,2015,8,18,20,2,69.2,24.0,SE,24.0,SE,SE
49341,49342,2015,8,18,21,2,73.67,24.0,SE,24.0,SE,SE
49342,49343,2015,8,18,22,2,83.25,23.0,SE,23.0,SE,SE
49343,49344,2015,8,18,23,2,83.25,23.0,SE,23.0,SE,SE
49344,49345,2015,8,19,0,2,83.25,23.0,SE,23.0,SE,SE
49345,49346,2015,8,19,1,2,88.45,22.0,SE,22.0,SE,SE
49346,49347,2015,8,19,2,2,88.45,22.0,SE,22.0,SE,SE
49347,49348,2015,8,19,3,2,88.45,22.0,SE,22.0,SE,SE
49348,49349,2015,8,19,4,2,88.45,22.0,SE,22.0,SE,SE
49349,49350,2015,8,19,5,2,88.45,22.0,SE,22.0,SE,SE
49350,49351,2015,8,19,6,2,88.45,22.0,SE,22.0,SE,SE
49351,49352,2015,8,19,7,2,83.25,23.0,SE,23.0,SE,SE
49352,49353,2015,8,19,8,2,83.37,24.0,cv,24.0,cv,cv
49353,49354,2015,8,19,9,2,78.53,25.0,SE,25.0,SE,SE
49354,49355,2015,8,19,10,2,65.83,28.0,SE,28.0,SE,SE
49355,49356,2015,8,19,11,2,58.42,29.0,SW,29.0,SW,SW
49356,49357,2015,8,19,12,2,58.65,30.0,SW,30.0,SW,SW
49357,49358,2015,8,19,13,2,58.65,30.0,SW,30.0,SW,SW
49358,49359,2015,8,19,14,2,62.13,29.0,SW,29.0,SW,SW
49359,49360,2015,8,19,15,2,83.48,25.0,SW,25.0,SW,SW
49360,49361,2015,8,19,16,2,78.82,27.0,SW,27.0,SW,SW
49361,49362,2015,8,19,17,2,83.48,25.0,SW,25.0,SW,SW
49362,49363,2015,8,19,18,2,93.98,20.0,NW,20.0,NW,NW
49363,49364,2015,8,19,19,2,94.03,21.0,NE,21.0,NE,NE
49364,49365,2015,8,19,20,2,93.98,20.0,SE,20.0,SE,SE
49365,49366,2015,8,19,21,2,93.98,20.0,SE,20.0,SE,SE
49366,49367,2015,8,19,22,2,93.98,20.0,SE,20.0,SE,SE
49367,49368,2015,8,19,23,2,93.98,20.0,SE,20.0,SE,SE
49368,49369,2015,8,20,0,2,93.98,20.0,NW,20.0,NW,NW
49369,49370,2015,8,20,1,2,93.98,20.0,SE,20.0,SE,SE
49370,49371,2015,8,20,2,2,93.98,20.0,SE,20.0,SE,SE
49371,49372,2015,8,20,3,2,93.94,19.0,SE,19.0,SE,SE
49372,49373,2015,8,20,4,2,93.89,18.0,cv,18.0,cv,cv
49373,49374,2015,8,20,5,2,93.94,19.0,SE,19.0,SE,SE
49374,49375,2015,8,20,6,2,93.94,19.0,SE,19.0,SE,SE
49375,49376,2015,8,20,7,2,93.98,20.0,SE,20.0,SE,SE
49376,49377,2015,8,20,8,2,83.25,23.0,SE,23.0,SE,SE
49377,49378,2015,8,20,9,2,73.84,25.0,SW,25.0,SW,SW
49378,49379,2015,8,20,10,2,69.6,26.0,SW,26.0,SW,SW
49379,49380,2015,8,20,11,2,69.79,27.0,SW,27.0,SW,SW
49380,49381,2015,8,20,12,2,65.62,27.0,SW,27.0,SW,SW
49381,49382,2015,8,20,13,2,58.17,28.0,SW,28.0,SW,SW
49382,49383,2015,8,20,14,2,74.02,26.0,SW,26.0,SW,SW
49383,49384,2015,8,20,15,2,88.45,22.0,NW,22.0,NW,NW
49384,49385,2015,8,20,16,2,78.39,24.0,SE,24.0,SE,SE
49385,49386,2015,8,20,17,2,73.5,23.0,SE,23.0,SE,SE
49386,49387,2015,8,20,18,2,73.5,23.0,SE,23.0,SE,SE
49387,49388,2015,8,20,19,2,78.09,22.0,SE,22.0,SE,SE
49388,49389,2015,8,20,20,2,83.01,21.0,SE,21.0,SE,SE
49389,49390,2015,8,20,21,2,83.01,21.0,NW,21.0,NW,NW
49390,49391,2015,8,20,22,2,77.94,21.0,NE,21.0,NE,NE
49391,49392,2015,8,20,23,2,77.94,21.0,NE,21.0,NE,NE
49392,49393,2015,8,21,0,2,88.28,20.0,NE,20.0,NE,NE
49393,49394,2015,8,21,1,2,93.89,18.0,SE,18.0,SE,SE
49394,49395,2015,8,21,2,2,93.89,18.0,SE,18.0,SE,SE
49395,49396,2015,8,21,3,2,93.89,18.0,NW,18.0,NW,NW
49396,49397,2015,8,21,4,2,93.84,17.0,NE,17.0,NE,NE
49397,49398,2015,8,21,5,2,93.84,17.0,NW,17.0,NW,NW
49398,49399,2015,8,21,6,2,93.89,18.0,SE,18.0,SE,SE
49399,49400,2015,8,21,7,2,93.94,19.0,NE,19.0,NE,NE
49400,49401,2015,8,21,8,2,83.01,21.0,SE,21.0,SE,SE
49401,49402,2015,8,21,9,2,78.09,22.0,NW,22.0,NW,NW
49402,49403,2015,8,21,10,2,73.5,23.0,NW,23.0,NW,NW
49403,49404,2015,8,21,11,2,69.2,24.0,NW,24.0,NW,NW
49404,49405,2015,8,21,12,2,65.19,25.0,cv,25.0,cv,cv
49405,49406,2015,8,21,13,2,54.14,26.0,cv,26.0,cv,cv
49406,49407,2015,8,21,14,2,47.88,27.0,NW,27.0,NW,NW
49407,49408,2015,8,21,15,2,50.78,26.0,NW,26.0,NW,NW
49408,49409,2015,8,21,16,2,51.05,27.0,SW,27.0,SW,SW
49409,49410,2015,8,21,17,2,47.88,27.0,NW,27.0,NW,NW
49410,49411,2015,8,21,18,2,53.88,25.0,NW,25.0,NW,NW
49411,49412,2015,8,21,19,2,57.2,24.0,NW,24.0,NW,NW
49412,49413,2015,8,21,20,2,68.81,22.0,cv,22.0,cv,cv
49413,49414,2015,8,21,21,2,83.01,21.0,cv,21.0,cv,cv
49414,49415,2015,8,21,22,2,88.2,19.0,SE,19.0,SE,SE
49415,49416,2015,8,21,23,2,88.2,19.0,cv,19.0,cv,cv
49416,49417,2015,8,22,0,2,93.94,19.0,SE,19.0,SE,SE
49417,49418,2015,8,22,1,2,93.89,18.0,cv,18.0,cv,cv
49418,49419,2015,8,22,2,2,93.89,18.0,cv,18.0,cv,cv
49419,49420,2015,8,22,3,2,100.0,17.0,SE,17.0,SE,SE
49420,49421,2015,8,22,4,2,93.84,17.0,cv,17.0,cv,cv
49421,49422,2015,8,22,5,2,100.0,16.0,cv,16.0,cv,cv
49422,49423,2015,8,22,6,2,100.0,17.0,SE,17.0,SE,SE
49423,49424,2015,8,22,7,2,88.28,20.0,SE,20.0,SE,SE
49424,49425,2015,8,22,8,2,78.09,22.0,cv,22.0,cv,cv
49425,49426,2015,8,22,9,2,69.2,24.0,cv,24.0,cv,cv
49426,49427,2015,8,22,10,2,61.44,26.0,cv,26.0,cv,cv
49427,49428,2015,8,22,11,2,57.44,25.0,SW,25.0,SW,SW
49428,49429,2015,8,22,12,2,47.88,27.0,cv,27.0,cv,cv
49429,49430,2015,8,22,13,2,45.16,28.0,NE,28.0,NE,NE
49430,49431,2015,8,22,14,2,47.88,27.0,cv,27.0,cv,cv
49431,49432,2015,8,22,15,2,45.16,28.0,cv,28.0,cv,cv
49432,49433,2015,8,22,16,2,47.88,27.0,SE,27.0,SE,SE
49433,49434,2015,8,22,17,2,54.14,26.0,SW,26.0,SW,SW
49434,49435,2015,8,22,18,2,61.21,25.0,SW,25.0,SW,SW
49435,49436,2015,8,22,19,2,78.09,22.0,SW,22.0,SW,SW
49436,49437,2015,8,22,20,2,73.5,23.0,NE,23.0,NE,NE
49437,49438,2015,8,22,21,2,78.09,22.0,NE,22.0,NE,NE
49438,49439,2015,8,22,22,2,83.01,21.0,NE,21.0,NE,NE
49439,49440,2015,8,22,23,2,88.28,20.0,cv,20.0,cv,cv
49440,49441,2015,8,23,0,2,93.94,19.0,cv,19.0,cv,cv
49441,49442,2015,8,23,1,2,93.94,19.0,SE,19.0,SE,SE
49442,49443,2015,8,23,2,2,93.89,18.0,cv,18.0,cv,cv
49443,49444,2015,8,23,3,2,93.94,19.0,cv,19.0,cv,cv
49444,49445,2015,8,23,4,2,88.2,19.0,SE,19.0,SE,SE
49445,49446,2015,8,23,5,2,93.94,19.0,SE,19.0,SE,SE
49446,49447,2015,8,23,6,2,93.94,19.0,SE,19.0,SE,SE
49447,49448,2015,8,23,7,2,83.01,21.0,cv,21.0,cv,cv
49448,49449,2015,8,23,8,2,88.37,21.0,cv,21.0,cv,cv
49449,49450,2015,8,23,9,2,83.13,22.0,NW,22.0,NW,NW
49450,49451,2015,8,23,10,2,69.4,25.0,NW,25.0,NW,NW
49451,49452,2015,8,23,11,2,73.84,25.0,NW,25.0,NW,NW
49452,49453,2015,8,23,12,2,61.67,27.0,NW,27.0,NW,NW
49453,49454,2015,8,23,13,2,57.69,26.0,NW,26.0,NW,NW
49454,49455,2015,8,23,14,2,54.39,27.0,NW,27.0,NW,NW
49455,49456,2015,8,23,15,2,48.15,28.0,NW,28.0,NW,NW
49456,49457,2015,8,23,16,2,51.05,27.0,NE,27.0,NE,NE
49457,49458,2015,8,23,17,2,57.69,26.0,NE,26.0,NE,NE
49458,49459,2015,8,23,18,2,61.21,25.0,NE,25.0,NE,NE
49459,49460,2015,8,23,19,2,64.98,24.0,NE,24.0,NE,NE
49460,49461,2015,8,23,20,2,78.09,22.0,NW,22.0,NW,NW
49461,49462,2015,8,23,21,2,78.09,22.0,NE,22.0,NE,NE
49462,49463,2015,8,23,22,2,88.37,21.0,NE,21.0,NE,NE
49463,49464,2015,8,23,23,2,83.01,21.0,NE,21.0,NE,NE
49464,49465,2015,8,24,0,2,88.28,20.0,NE,20.0,NE,NE
49465,49466,2015,8,24,1,2,88.28,20.0,NE,20.0,NE,NE
49466,49467,2015,8,24,2,2,88.28,20.0,NE,20.0,NE,NE
49467,49468,2015,8,24,3,2,93.98,20.0,NE,20.0,NE,NE
49468,49469,2015,8,24,4,2,93.94,19.0,NW,19.0,NW,NW
49469,49470,2015,8,24,5,2,93.94,19.0,NE,19.0,NE,NE
49470,49471,2015,8,24,6,2,93.98,20.0,NE,20.0,NE,NE
49471,49472,2015,8,24,7,2,83.13,22.0,NE,22.0,NE,NE
49472,49473,2015,8,24,8,2,73.67,24.0,NE,24.0,NE,NE
49473,49474,2015,8,24,9,2,69.4,25.0,NE,25.0,NE,NE
49474,49475,2015,8,24,10,2,58.17,28.0,NW,28.0,NW,NW
49475,49476,2015,8,24,11,2,51.57,29.0,NE,29.0,NE,NE
49476,49477,2015,8,24,12,2,48.42,29.0,NE,29.0,NE,NE
49477,49478,2015,8,24,13,2,48.69,30.0,NW,30.0,NW,NW
49478,49479,2015,8,24,14,2,48.42,29.0,NW,29.0,NW,NW
49479,49480,2015,8,24,15,2,45.44,29.0,NW,29.0,NW,NW
49480,49481,2015,8,24,16,2,48.42,29.0,NW,29.0,NW,NW
49481,49482,2015,8,24,17,2,51.31,28.0,NW,28.0,NW,NW
49482,49483,2015,8,24,18,2,57.44,25.0,SE,25.0,SE,SE
49483,49484,2015,8,24,19,2,83.13,22.0,NE,22.0,NE,NE
49484,49485,2015,8,24,20,2,83.25,23.0,NW,23.0,NW,NW
49485,49486,2015,8,24,21,2,88.45,22.0,cv,22.0,cv,cv
49486,49487,2015,8,24,22,2,94.03,21.0,SE,21.0,SE,SE
49487,49488,2015,8,24,23,2,93.98,20.0,SE,20.0,SE,SE
49488,49489,2015,8,25,0,2,93.98,20.0,cv,20.0,cv,cv
49489,49490,2015,8,25,1,2,93.98,20.0,SE,20.0,SE,SE
49490,49491,2015,8,25,2,2,93.98,20.0,cv,20.0,cv,cv
49491,49492,2015,8,25,3,2,100.0,19.0,NW,19.0,NW,NW
49492,49493,2015,8,25,4,2,100.0,19.0,cv,19.0,cv,cv
49493,49494,2015,8,25,5,2,93.94,19.0,cv,19.0,cv,cv
49494,49495,2015,8,25,6,2,93.98,20.0,NE,20.0,NE,NE
49495,49496,2015,8,25,7,2,94.03,21.0,NE,21.0,NE,NE
49496,49497,2015,8,25,8,2,88.45,22.0,NE,22.0,NE,NE
49497,49498,2015,8,25,9,2,83.25,23.0,NW,23.0,NW,NW
49498,49499,2015,8,25,10,2,69.6,26.0,NE,26.0,NE,NE
49499,49500,2015,8,25,11,2,65.62,27.0,NW,27.0,NW,NW
49500,49501,2015,8,25,12,2,65.62,27.0,NW,27.0,NW,NW
49501,49502,2015,8,25,13,2,58.17,28.0,NW,28.0,NW,NW
49502,49503,2015,8,25,14,2,51.57,29.0,NW,29.0,NW,NW
49503,49504,2015,8,25,15,2,48.42,29.0,NW,29.0,NW,NW
49504,49505,2015,8,25,16,2,51.31,28.0,NW,28.0,NW,NW
49505,49506,2015,8,25,17,2,51.31,28.0,NW,28.0,NW,NW
49506,49507,2015,8,25,18,2,54.39,27.0,NW,27.0,NW,NW
49507,49508,2015,8,25,19,2,57.69,26.0,NW,26.0,NW,NW
49508,49509,2015,8,25,20,2,65.19,25.0,NW,25.0,NW,NW
49509,49510,2015,8,25,21,2,69.2,24.0,NE,24.0,NE,NE
49510,49511,2015,8,25,22,2,69.01,23.0,NE,23.0,NE,NE
49511,49512,2015,8,25,23,2,78.09,22.0,NE,22.0,NE,NE
49512,49513,2015,8,26,0,2,73.32,22.0,NE,22.0,NE,NE
49513,49514,2015,8,26,1,2,83.01,21.0,NE,21.0,NE,NE
49514,49515,2015,8,26,2,2,77.94,21.0,NE,21.0,NE,NE
49515,49516,2015,8,26,3,2,68.61,21.0,NW,21.0,NW,NW
49516,49517,2015,8,26,4,2,73.14,21.0,NW,21.0,NW,NW
49517,49518,2015,8,26,5,2,72.96,20.0,NW,20.0,NW,NW
49518,49519,2015,8,26,6,2,72.96,20.0,NW,20.0,NW,NW
49519,49520,2015,8,26,7,2,68.61,21.0,NW,21.0,NW,NW
49520,49521,2015,8,26,8,2,64.54,22.0,NW,22.0,NW,NW
49521,49522,2015,8,26,9,2,53.62,24.0,NW,24.0,NW,NW
49522,49523,2015,8,26,10,2,53.88,25.0,NW,25.0,NW,NW
49523,49524,2015,8,26,11,2,47.61,26.0,NE,26.0,NE,NE
49524,49525,2015,8,26,12,2,41.78,26.0,NW,26.0,NW,NW
49525,49526,2015,8,26,13,2,42.06,27.0,NW,27.0,NW,NW
49526,49527,2015,8,26,14,2,39.39,27.0,NE,27.0,NE,NE
49527,49528,2015,8,26,15,2,39.39,27.0,NE,27.0,NE,NE
49528,49529,2015,8,26,16,2,44.89,27.0,NW,27.0,NW,NW
49529,49530,2015,8,26,17,2,47.61,26.0,NW,26.0,NW,NW
49530,49531,2015,8,26,18,2,53.88,25.0,NE,25.0,NE,NE
49531,49532,2015,8,26,19,2,60.74,23.0,NE,23.0,NE,NE
49532,49533,2015,8,26,20,2,68.61,21.0,NW,21.0,NW,NW
49533,49534,2015,8,26,21,2,64.32,21.0,NE,21.0,NE,NE
49534,49535,2015,8,26,22,2,68.61,21.0,NW,21.0,NW,NW
49535,49536,2015,8,26,23,2,72.96,20.0,NE,20.0,NE,NE
49536,49537,2015,8,27,0,2,72.96,20.0,NE,20.0,NE,NE
49537,49538,2015,8,27,1,2,77.64,19.0,cv,19.0,cv,cv
49538,49539,2015,8,27,2,2,82.65,18.0,SW,18.0,SW,SW
49539,49540,2015,8,27,3,2,82.52,17.0,cv,17.0,cv,cv
49540,49541,2015,8,27,4,2,88.02,17.0,SE,17.0,SE,SE
49541,49542,2015,8,27,5,2,88.02,17.0,SE,17.0,SE,SE
49542,49543,2015,8,27,6,2,93.84,17.0,SE,17.0,SE,SE
49543,49544,2015,8,27,7,2,88.2,19.0,SW,19.0,SW,SW
49544,49545,2015,8,27,8,2,83.01,21.0,SW,21.0,SW,SW
49545,49546,2015,8,27,9,2,73.32,22.0,SW,22.0,SW,SW
49546,49547,2015,8,27,10,2,69.2,24.0,NE,24.0,NE,NE
49547,49548,2015,8,27,11,2,47.33,25.0,NW,25.0,NW,NW
49548,49549,2015,8,27,12,2,41.49,25.0,NW,25.0,NW,NW
49549,49550,2015,8,27,13,2,41.2,24.0,NE,24.0,NE,NE
49550,49551,2015,8,27,14,2,47.05,24.0,NE,24.0,NE,NE
49551,49552,2015,8,27,15,2,41.2,24.0,NW,24.0,NW,NW
49552,49553,2015,8,27,16,2,43.76,23.0,NW,23.0,NW,NW
49553,49554,2015,8,27,17,2,49.97,23.0,NW,23.0,NW,NW
49554,49555,2015,8,27,18,2,64.32,21.0,SW,21.0,SW,SW
49555,49556,2015,8,27,19,2,68.4,20.0,SW,20.0,SW,SW
49556,49557,2015,8,27,20,2,77.79,20.0,SW,20.0,SW,SW
49557,49558,2015,8,27,21,2,72.96,20.0,SW,20.0,SW,SW
49558,49559,2015,8,27,22,2,77.64,19.0,SW,19.0,SW,SW
49559,49560,2015,8,27,23,2,88.11,18.0,SW,18.0,SW,SW
49560,49561,2015,8,28,0,2,88.11,18.0,SW,18.0,SW,SW
49561,49562,2015,8,28,1,2,93.89,18.0,SW,18.0,SW,SW
49562,49563,2015,8,28,2,2,88.11,18.0,SW,18.0,SW,SW
49563,49564,2015,8,28,3,2,93.84,17.0,SW,17.0,SW,SW
49564,49565,2015,8,28,4,2,100.0,17.0,SW,17.0,SW,SW
49565,49566,2015,8,28,5,2,100.0,17.0,SW,17.0,SW,SW
49566,49567,2015,8,28,6,2,100.0,17.0,SW,17.0,SW,SW
49567,49568,2015,8,28,7,2,93.89,18.0,SW,18.0,SW,SW
49568,49569,2015,8,28,8,2,93.89,18.0,SW,18.0,SW,SW
49569,49570,2015,8,28,9,2,93.94,19.0,SW,19.0,SW,SW
49570,49571,2015,8,28,10,2,88.28,20.0,SW,20.0,SW,SW
